sub_brand_name,official_price_prefix,business_status,series_name,official_price,series_id,image_url,dealer_price,none_dealer_quote,motor_id,price,pre_sale_date,pre_sale_price,subsidy_price,series_right_tag,dcd_score,unique_id,brand_id,brand_name,car_type
雷克萨斯,指导价：,0,雷克萨斯CT,21.50-28.20万,886,https://p9-dcd.byteimg.com/img/motor-img/f15d3bc1e41d827467a1542e1bdb92bf~noop.png,21.50-28.20万,False,220008860000000,21.50-28.20万,,,,,365,1628414032316988424,22,雷克萨斯,轿车
雷克萨斯,指导价：,0,雷克萨斯ES,29.00-48.30万,888,https://p1-dcd.byteimg.com/img/motor-img/b08ccf0f39ff7b0a00f1c8eadf6575d2~noop.png,29.00-48.30万,False,220008880000000,29.00-48.30万,,,,,404,1628414032316989777,22,雷克萨斯,轿车
雷克萨斯,指导价：,0,雷克萨斯LS,87.80-118.00万,890,https://p1-dcd.byteimg.com/img/motor-img/c5e749092bafe499be1f11147475647b~noop.png,87.80-118.00万,False,220008900000000,87.80-118.00万,,,,,421,1628414032316990549,22,雷克萨斯,轿车
雷克萨斯,指导价：,0,雷克萨斯UX,25.90-30.30万,2203,https://p3-dcd.byteimg.com/img/motor-img/1865f7ee870d16241cc89f7b222d6379~noop.png,25.90-30.30万,False,220022030000000,25.90-30.30万,,,,,373,1628414032316992602,22,雷克萨斯,SUV
雷克萨斯,指导价：,0,雷克萨斯UX EV,36.20-38.50万,4281,https://p3-dcd.byteimg.com/img/motor-img/4765b61932b59e12064a9bf98154f0f6~noop.png,36.20-38.50万,False,220042810000000,36.20-38.50万,,,,,353,1628414032316993334,22,雷克萨斯,SUV
雷克萨斯,指导价：,0,雷克萨斯NX,30.22-54.20万,891,https://p1-dcd.byteimg.com/img/motor-img/7a302067b3889333a6fbf4c2b0392646~noop.png,30.22-54.20万,False,220008910000000,30.22-54.20万,,,,,374,1628414032316993815,22,雷克萨斯,SUV
雷克萨斯,指导价：,0,雷克萨斯RX,40.50-80.10万,894,https://p1-dcd.byteimg.com/img/motor-img/2bf0638c30c50d9b45f8d1a68e0d8385~noop.png,40.50-80.10万,False,220008940000000,40.50-80.10万,,,,,396,1628414032316994286,22,雷克萨斯,SUV
雷克萨斯,指导价：,0,雷克萨斯LM,116.60-146.60万,3354,https://p1-dcd.byteimg.com/img/motor-img/986d47c0da02b9253a0b22085e522395~noop.png,116.60-146.60万,False,220033540000000,116.60-146.60万,,,,,423,1628414032316995538,22,雷克萨斯,MPV
雷克萨斯,指导价：,0,雷克萨斯LC,115.50-129.80万,1704,https://p9-dcd.byteimg.com/img/motor-img/e2e40d188fc8dbc9f1a19cf12807cedd~noop.png,115.50-129.80万,False,220017040000000,115.50-129.80万,,,,,410,1628414032316996971,22,雷克萨斯,跑车
雷克萨斯F,指导价：,3,雷克萨斯IS F,暂无报价,2219,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000c8aa6ce222b6~noop.png,,True,220022190000000,暂无报价,,,,,0,1628414032316998654,22,雷克萨斯,轿车·未上市
