sub_brand_name,official_price_prefix,business_status,series_name,official_price,series_id,image_url,dealer_price,none_dealer_quote,motor_id,price,pre_sale_date,pre_sale_price,subsidy_price,series_status_tag,series_right_tag,dcd_score,unique_id,brand_id,brand_name,car_type
捷尼赛思,指导价：,0,捷尼赛思G80,36.28-45.38万,2036,https://p1-dcd.byteimg.com/img/motor-img/5803b76d491c321b0ab3f53079ecc9ca~noop.png,36.28-45.38万,False,2730020360000000,36.28-45.38万,,,,"{'type': 3, 'text': '全新车系'}",,0,1628413965620547402,273,捷尼赛思,轿车
捷尼赛思,指导价：,2,捷尼赛思纯电G80,暂无报价,5054,https://p3-dcd.byteimg.com/img/motor-img/b069b66a68ea72a98c025a7d57b9b1bd~noop.png,暂无报价,True,2730050540000000,暂无报价,暂无上市时间,暂无报价,,"{'type': 4, 'text': '即将上市'}",,0,1628413965620548575,273,捷尼赛思,轿车
捷尼赛思,指导价：,0,捷尼赛思GV80,52.98-61.88万,2004,https://p1-dcd.byteimg.com/img/motor-img/2f0b09186b255fbf4689ebe802dcd85e~noop.png,52.98-61.88万,False,2730020040000000,52.98-61.88万,,,,"{'type': 3, 'text': '全新车系'}",,0,1628413965620550428,273,捷尼赛思,SUV
捷尼赛思,指导价：,3,捷尼赛思G70,暂无报价,1742,https://p1-dcd.byteimg.com/img/motor-img/1feb0ca1b1eccf2d9050d5f33144bb1b~noop.png,,True,2730017420000000,暂无报价,,,,,,0,1628413965620552322,273,捷尼赛思,轿车·未上市
捷尼赛思,指导价：,3,捷尼赛思G90,暂无报价,2113,https://p1-dcd.byteimg.com/img/motor-img/92d28740030e8bec71f2a16bfff1192f~noop.png,,True,2730021130000000,暂无报价,,,,,,0,1628413965620553304,273,捷尼赛思,轿车·未上市
捷尼赛思,指导价：,3,捷尼赛思GV70,暂无报价,4200,https://p1-dcd.byteimg.com/img/motor-img/acf5d6a55864a5cdb298e4a88eef0b0c~noop.png,,True,2730042000000000,暂无报价,,,,,,0,1628413965620555498,273,捷尼赛思,SUV·未上市
捷尼赛思,指导价：,3,捷尼赛思Essentia,暂无报价,2803,https://p1-dcd.byteimg.com/img/mosaic-legacy/17675000068f1249db8dc~noop.png,,True,2730028030000000,暂无报价,,,,,,0,1628413965620557501,273,捷尼赛思,跑车·未上市
捷尼赛思,指导价：,1,捷恩斯,37.80-64.88万,1331,https://p3-dcd.byteimg.com/img/mosaic-legacy/bef100007d451e5f8e15~noop.png,,True,2730013310000000,37.80-64.88万,,,,,,0,1628413965620559175,273,捷尼赛思,轿车·停售
捷尼赛思,指导价：,3,捷尼赛思Mint,暂无报价,3551,https://p1-dcd.byteimg.com/img/mosaic-legacy/9b1300015b511ed8ae0a~noop.png,,True,2730035510000000,暂无报价,,,,,,0,1628413965620560888,273,捷尼赛思,轿车·概念车
捷尼赛思,指导价：,3,捷尼赛思 X 概念车,暂无报价,5011,https://p9-dcd.byteimg.com/img/motor-img/74b4dbccb9911a8ab7b261f41c887921~noop.png,,True,2730050110000000,暂无报价,,,,,,0,1628413965620561809,273,捷尼赛思,轿车·概念车
