sub_brand_name,official_price_prefix,business_status,series_name,official_price,series_id,image_url,dealer_price,none_dealer_quote,motor_id,price,pre_sale_date,pre_sale_price,subsidy_price,series_right_tag,dcd_score,unique_id,brand_id,brand_name,car_type
东风雷诺,指导价：,0,雷诺 e诺,6.18-7.18万,3369,https://p1-dcd.byteimg.com/img/motor-img/0deb0200793f3dfb80e73fbc7e787504~noop.png,6.18-7.18万,False,460033690000000,6.18-7.18万,,,,,0,1628414043732675105,46,雷诺,SUV
雷诺(进口),指导价：,3,Taliant,暂无报价,4964,https://p1-dcd.byteimg.com/img/motor-img/7f87e9effd8f52c52abbdb5aab1a8590~noop.png,,True,460049640000000,暂无报价,,,,,0,1628414043732677350,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,雷诺Logan,暂无报价,2693,https://p1-dcd.byteimg.com/img/motor-img/7656ba24f5a54179de782707cf5c64a5~noop.png,,True,460026930000000,暂无报价,,,,,0,1628414043732678363,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,Symbol,暂无报价,2943,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef50000879ba604d4cb~noop.png,,True,460029430000000,暂无报价,,,,,0,1628414043732679336,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,雷诺ZOE,暂无报价,2572,https://p3-dcd.byteimg.com/img/mosaic-legacy/bef800006b270b0c9431~noop.png,,True,460025720000000,暂无报价,,,,,0,1628414043732680285,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,Clio,暂无报价,2189,https://p1-dcd.byteimg.com/img/motor-img/7af85f6fde369cfa8939d7f5392233d2~noop.png,,True,460021890000000,暂无报价,,,,,0,1628414043732681111,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,Eolab,暂无报价,2599,https://p9-dcd.byteimg.com/img/mosaic-legacy/bef5000077abba7e286f~noop.png,,True,460025990000000,暂无报价,,,,,0,1628414043732682047,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,Twingo,暂无报价,2945,https://p1-dcd.byteimg.com/img/motor-img/e7043f8312fbe7f9cd85c22bd103625f~noop.png,,True,460029450000000,暂无报价,,,,,0,1628414043732682981,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,Twingo Z.E.,暂无报价,4462,https://p1-dcd.byteimg.com/img/motor-img/d5de12bec8b77d66b5a8bb678043fd9d~noop.png,,True,460044620000000,暂无报价,,,,,0,1628414043732683653,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3, 雷诺5,暂无报价,4879,https://p1-dcd.byteimg.com/img/motor-img/01f94c538cf685eafabc2b4345d501ab~noop.png,,True,460048790000000,暂无报价,,,,,0,1628414043732684426,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,梅甘娜,暂无报价,903,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000bf99a9e4e89a~noop.png,,True,460009030000000,暂无报价,,,,,0,1628414043732685327,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,梅甘娜PHEV,暂无报价,4398,https://p1-dcd.byteimg.com/img/motor-img/6d978fd5d2699801fa53edd541964f24~noop.png,,True,460043980000000,暂无报价,,,,,0,1628414043732686000,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,Sandero,暂无报价,2139,https://p1-dcd.byteimg.com/img/motor-img/ccfbaab67823411ec33be840182b0e7f~noop.png,,True,460021390000000,暂无报价,,,,,0,1628414043732686811,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,雷诺XBA,暂无报价,4002,https://p1-dcd.byteimg.com/img/motor-img/f2a2ca42fdefdf358ed7803b671f8357~noop.png,,True,460040020000000,暂无报价,,,,,0,1628414043732687488,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,塔利斯曼,暂无报价,907,https://p1-dcd.byteimg.com/img/motor-img/855c40e175e44f0908a3842b60532663~noop.png,,True,460009070000000,暂无报价,,,,,0,1628414043732688153,46,雷诺,轿车·未上市
雷诺(进口),指导价：,3,卡缤(进口),暂无报价,908,https://p9-dcd.byteimg.com/img/mosaic-legacy/beef0000508f9d80b9f9~noop.png,,True,460009080000000,暂无报价,,,,,0,1628414043732689710,46,雷诺,SUV·未上市
雷诺(进口),指导价：,3,科雷缤PHEV,暂无报价,4372,https://p1-dcd.byteimg.com/img/motor-img/94347a1736719e8f1134ffae65512594~noop.png,,True,460043720000000,暂无报价,,,,,0,1628414043732690497,46,雷诺,SUV·未上市
雷诺(进口),指导价：,3,Triber,暂无报价,3741,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef300011eec3f0c42ab~noop.png,,True,460037410000000,暂无报价,,,,,0,1628414043732691157,46,雷诺,SUV·未上市
雷诺(进口),指导价：,3,科雷嘉(海外),暂无报价,2211,https://p3-dcd.byteimg.com/img/mosaic-legacy/bef800006b1d63b3277c~noop.png,,True,460022110000000,暂无报价,,,,,0,1628414043732691890,46,雷诺,SUV·未上市
东风雷诺,指导价：,3,ARKANA,暂无报价,4429,https://p1-dcd.byteimg.com/img/motor-img/a175632e4320d3bb7b6767e40f84ba32~noop.png,,True,460044290000000,暂无报价,,,,,0,1628414043732692779,46,雷诺,SUV·未上市
雷诺(进口),指导价：,3,ARKANA(海外),暂无报价,3009,https://p3-dcd.byteimg.com/img/mosaic-legacy/1767400006a54fa6aadab~noop.png,,True,460030090000000,暂无报价,,,,,0,1628414043732693301,46,雷诺,SUV·未上市
雷诺(进口),指导价：,3,Kwid,暂无报价,2667,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef700002cc324ff82d5~noop.png,,True,460026670000000,暂无报价,,,,,0,1628414043732693954,46,雷诺,SUV·未上市
雷诺(进口),指导价：,3,雷诺Duster,暂无报价,2206,https://p1-dcd.byteimg.com/img/mosaic-legacy/beef0000d4bc7cc19f55~noop.png,,True,460022060000000,暂无报价,,,,,0,1628414043732694647,46,雷诺,SUV·未上市
