sub_brand_name,official_price_prefix,business_status,series_name,official_price,series_id,image_url,dealer_price,none_dealer_quote,motor_id,price,pre_sale_date,pre_sale_price,subsidy_price,series_right_tag,dcd_score,unique_id,brand_id,brand_name,car_type,series_status_tag
九龙汽车,指导价：,0,艾菲,13.98万,832,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef400001adbb1930271~noop.png,13.98万,False,1340008320000000,13.98万,,,,,0,1628413987601237559,134,九龙,MPV,
九龙汽车,指导价：,0,九龙EM3,8.58-10.18万,3090,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef800003ba46fbdebb1~noop.png,8.58-10.18万,False,1340030900000000,8.58-10.18万,,,,,0,1628413987601239621,134,九龙,微面,
九龙汽车,指导价：,0,九龙W5,12.58万,5260,https://p1-dcd.byteimg.com/img/motor-img/e349fe90dfecb8cb22703853eebd1e7c~noop.png,12.58万,False,1340052600000000,12.58万,,,,,0,1628413987601241347,134,九龙,轻客,"{'type': 3, 'text': '全新车系'}"
九龙汽车,指导价：,0,九龙EW5,18.88万,5261,https://p1-dcd.byteimg.com/img/motor-img/e349fe90dfecb8cb22703853eebd1e7c~noop.png,18.88万,False,1340052610000000,18.88万,,,,,0,1628413987601242258,134,九龙,轻客,"{'type': 3, 'text': '全新车系'}"
九龙汽车,指导价：,0,九龙A4,12.18-17.88万,836,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef1000097249bda7f6d~noop.png,12.18-17.88万,False,1340008360000000,12.18-17.88万,,,,,0,1628413987601243950,134,九龙,轻客,
九龙汽车,指导价：,0,九龙A5,14.78-21.60万,833,https://p3-dcd.byteimg.com/img/mosaic-legacy/bef30000a3eb9fdec911~noop.png,14.78-21.60万,False,1340008330000000,14.78-21.60万,,,,,0,1628413987601244887,134,九龙,轻客,
九龙汽车,指导价：,0,九龙A6,19.88-27.28万,834,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef10000975e15462656~noop.png,19.88-27.28万,False,1340008340000000,19.88-27.28万,,,,,0,1628413987601245529,134,九龙,轻客,
九龙汽车,指导价：,0,九龙E6,9.98万,1830,https://p1-dcd.byteimg.com/img/mosaic-legacy/9b130001200eb94997b0~noop.png,9.98万,False,1340018300000000,9.98万,,,,,0,1628413987601246167,134,九龙,轻客,
九龙汽车,指导价：,0,九龙C6,26.48-28.68万,2927,https://p1-dcd.byteimg.com/img/mosaic-legacy/9b130001205886410e1e~noop.png,26.48-28.68万,False,1340029270000000,26.48-28.68万,,,,,0,1628413987601246790,134,九龙,轻客,
九龙汽车,指导价：,3,九龙EM5,暂无报价,3091,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000ce218eeb70a0~noop.png,,True,1340030910000000,暂无报价,,,,,0,1628413987601248605,134,九龙,微面·未上市,
九龙汽车,指导价：,1,考斯特,23.98-25.98万,835,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef400001d28bda76037~noop.png,,True,1340008350000000,23.98-25.98万,,,,,0,1628413987601250767,134,九龙,轻客·停售,
九龙汽车,指导价：,1,大MPV,12.98-15.00万,1891,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef800003c4bb16d1ab2~noop.png,,True,1340018910000000,12.98-15.00万,,,,,0,1628413987601251526,134,九龙,轻客·停售,
