sub_brand_name,official_price_prefix,business_status,series_name,official_price,series_id,image_url,dealer_price,none_dealer_quote,motor_id,price,pre_sale_date,pre_sale_price,subsidy_price,series_right_tag,dcd_score,unique_id,brand_id,brand_name,car_type,series_status_tag
东风日产,指导价：,0,骐达TIIDA,9.99-13.59万,1143,https://p1-dcd.byteimg.com/img/motor-img/83db8db05d0d814ed2632cd21c27b5a5~noop.png,8.19-11.79万,False,100011430000000,9.99-13.59万,,,,,356,1628414239591133499,10,日产,轿车,
东风日产,指导价：,0,蓝鸟,12.59-13.39万,1146,https://p1-dcd.byteimg.com/img/motor-img/6a890b642bc57f51fada5de6db6af34d~noop.png,9.59-10.39万,False,100011460000000,12.59-13.39万,,,,,340,1628414239591134331,10,日产,轿车,
东风日产,指导价：,0,轩逸,9.98-14.30万,1145,https://p1-dcd.byteimg.com/img/motor-img/17a74f4d2df126624068905e612030b4~noop.png,8.18-13.70万,False,100011450000000,9.98-14.30万,,,,,371,1628414239591135173,10,日产,轿车,
东风日产,指导价：,0,轩逸·纯电,23.80-25.40万,2815,https://p1-dcd.byteimg.com/img/motor-img/01f3a402f5a961cc0495ae065310d487~noop.png,11.00-12.60万,False,100028150000000,23.80-25.40万,,,,,0,1628414239591135704,10,日产,轿车,
东风日产,指导价：,0,天籁,17.98-26.98万,1147,https://p1-dcd.byteimg.com/img/motor-img/9ba8ec7414fea05668d1b8cd7e26da46~noop.png,15.38-23.98万,False,100011470000000,17.98-26.98万,,,,,393,1628414239591136675,10,日产,轿车,
东风日产,指导价：,0,劲客,9.98-13.88万,1579,https://p1-dcd.byteimg.com/img/motor-img/b16a70120e852c412c248732b3541d82~noop.png,7.18-11.08万,False,100015790000000,9.98-13.88万,,,,,335,1628414239591137948,10,日产,SUV,
东风日产,指导价：,0,逍客,15.49-18.89万,1150,https://p1-dcd.byteimg.com/img/motor-img/08a4e2e4f30eeb3c7e6c5759aea30a5e~noop.png,13.09-16.49万,False,100011500000000,15.49-18.89万,,,,,364,1628414239591138639,10,日产,SUV,
东风日产,指导价：,0,奇骏,18.19-27.33万,1151,https://p1-dcd.byteimg.com/img/motor-img/9e98656a7bf24ad886d6f9d3584eda9b~noop.png,18.19-27.33万,False,100011510000000,18.19-27.33万,,,,,375,1628414239591139471,10,日产,SUV,"{'type': 2, 'text': '2021新款'}"
郑州日产,指导价：,0,途达,16.98-24.83万,2702,https://p9-dcd.byteimg.com/img/motor-img/4fb69a37d8e0b84f5ba9d634e58c00f5~noop.png,14.78-22.63万,False,100027020000000,16.98-24.83万,,,,,357,1628414239591140142,10,日产,SUV,
东风日产,指导价：,0,楼兰,23.88-37.58万,1152,https://p1-dcd.byteimg.com/img/motor-img/fe655fc0400dc4df82f3c79111f218e4~noop.png,19.88-33.58万,False,100011520000000,23.88-37.58万,,,,,374,1628414239591140573,10,日产,SUV,
郑州日产,指导价：,0,纳瓦拉,14.28-20.28万,1171,https://p1-dcd.byteimg.com/img/mosaic-legacy/9b1300012261d516f3f7~noop.png,14.28-20.28万,False,100011710000000,14.28-20.28万,,,,,0,1628414239591141815,10,日产,皮卡,"{'type': 2, 'text': '2021新款'}"
日产(进口),指导价：,3,BladeGlider,暂无报价,2575,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef500008e5f1eb78b92~noop.png,,True,100025750000000,暂无报价,,,,,0,1628414239591143699,10,日产,轿车·未上市,
日产(进口),指导价：,3,玛驰(海外),暂无报价,2746,https://p1-dcd.byteimg.com/img/motor-img/90670c3129ea425fe642ef1fbd986a1c~noop.png,,True,100027460000000,暂无报价,,,,,0,1628414239591144420,10,日产,轿车·未上市,
日产(进口),指导价：,3,Cube,暂无报价,2954,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef50000c1f98e04cf50~noop.png,,True,100029540000000,暂无报价,,,,,0,1628414239591145502,10,日产,轿车·未上市,
日产(进口),指导价：,3,日产DAYZ,暂无报价,4217,https://p3-dcd.byteimg.com/img/motor-img/82eb604113dcdf2bbc2ddede5e1bf18f~noop.png,,True,100042170000000,暂无报价,,,,,0,1628414239591146113,10,日产,轿车·未上市,
