sub_brand_name,official_price_prefix,business_status,series_name,official_price,series_id,image_url,dealer_price,none_dealer_quote,motor_id,price,pre_sale_date,pre_sale_price,subsidy_price,series_right_tag,dcd_score,unique_id,brand_id,brand_name,car_type,series_status_tag
北京奔驰,指导价：,0,奔驰A级,21.18-26.48万,2913,https://p1-dcd.byteimg.com/img/motor-img/bdeb84b9ae65b41f39ba686f2f747a4a~noop.png,14.07-19.37万,False,30029130000000,21.18-26.48万,,,,,382,1628413654225639374,3,奔驰,轿车,
奔驰(进口),指导价：,0,奔驰A级(进口),23.28-31.28万,218,https://p9-dcd.byteimg.com/img/motor-img/67c78dc81c8b1fb1e015e14ccfb88a54~noop.png,15.38-23.38万,False,30002180000000,23.28-31.28万,,,,,367,1628413654225640404,3,奔驰,轿车,
奔驰(进口),指导价：,0,奔驰CLA级,29.98-38.58万,220,https://p1-dcd.byteimg.com/img/motor-img/586f937d56ecf12a5ebd50e607059b0b~noop.png,25.88-35.58万,False,30002200000000,29.98-38.58万,,,,,384,1628413654225641146,3,奔驰,轿车,
奔驰(进口),指导价：,0,奔驰B级,23.98-33.18万,219,https://p1-dcd.byteimg.com/img/motor-img/1edbe8852f20ad3394839ef983d569ab~noop.png,15.06-24.26万,False,30002190000000,23.98-33.18万,,,,,0,1628413654225641965,3,奔驰,轿车,
北京奔驰,指导价：,0,奔驰C级,30.78-47.48万,212,https://p9-dcd.byteimg.com/img/motor-img/74da06c439f11487b7de691b6983608b~noop.png,21.25-37.95万,False,30002120000000,30.78-47.48万,,,,,398,1628413654225642712,3,奔驰,轿车,
奔驰(进口),指导价：,0,奔驰C级(进口),34.68-39.28万,221,https://p1-dcd.byteimg.com/img/motor-img/a5ed234aefbd4f14b45a0b8eb48590b5~noop.png,27.27-30.68万,False,30002210000000,34.68-39.28万,,,,,379,1628413654225643434,3,奔驰,轿车,
北京奔驰,指导价：,0,奔驰E级,43.99-56.29万,214,https://p3-dcd.byteimg.com/img/motor-img/37e93186ff18710e0e5736bb194f8973~noop.png,36.16-48.46万,False,30002140000000,43.99-56.29万,,,,,419,1628413654225643994,3,奔驰,轿车,
北京奔驰,指导价：,0,奔驰E级PHEV,52.19万,2716,https://p1-dcd.byteimg.com/img/motor-img/aa77458bbfd7dd442e98b53e85a02333~noop.png,48.69万,False,30027160000000,52.19万,,,,,0,1628413654225644657,3,奔驰,轿车,
奔驰(进口),指导价：,0,奔驰E级(进口),43.88-65.68万,222,https://p1-dcd.byteimg.com/img/motor-img/2e9cf95e5f1de1ac45aa0135c5a76b1e~noop.png,36.07-57.87万,False,30002220000000,43.88-65.68万,,,,,400,1628413654225645549,3,奔驰,轿车,
奔驰(进口),指导价：,0,奔驰CLS级,57.68-78.38万,223,https://p1-dcd.byteimg.com/img/motor-img/efc59694c879d500bc9873d5e6865759~noop.png,48.65-69.35万,False,30002230000000,57.68-78.38万,,,,,400,1628413654225646365,3,奔驰,轿车,
奔驰(进口),指导价：,0,奔驰S级,89.98-181.88万,224,https://p1-dcd.byteimg.com/img/motor-img/c421ada55e9739c18fc4e6ff7992c056~noop.png,86.48-178.38万,False,30002240000000,89.98-181.88万,,,,,436,1628413654225646935,3,奔驰,轿车,
梅赛德斯-迈巴赫,指导价：,0,迈巴赫S级,145.88-146.80万,264,https://p1-dcd.byteimg.com/img/motor-img/721ded6cc652769ac34a6abf3f4cd6d6~noop.png,143.88-146.79万,False,30002640000000,145.88-146.80万,,,,,442,1628413654225647960,3,奔驰,轿车,
北京奔驰,指导价：,0,奔驰A级AMG,39.98万,3360,https://p1-dcd.byteimg.com/img/motor-img/c46745cb6d5e7b585a4293041c85b3d8~noop.png,34.08万,False,30033600000000,39.98万,,,,,394,1628413654225648470,3,奔驰,轿车,
梅赛德斯-AMG,指导价：,0,奔驰A级AMG(进口),39.98-57.98万,248,https://p3-dcd.byteimg.com/img/motor-img/4c21995309a43b56cecb30885716a3de~noop.png,38.98-56.98万,False,30002480000000,39.98-57.98万,,,,,406,1628413654225649003,3,奔驰,轿车,
梅赛德斯-AMG,指导价：,0,奔驰CLA级AMG,43.98-61.18万,249,https://p1-dcd.byteimg.com/img/motor-img/1d43c077f012308937c7f5c5f0a06e8e~noop.png,43.98-60.18万,False,30002490000000,43.98-61.18万,,,,,0,1628413654225649436,3,奔驰,轿车,
梅赛德斯-AMG,指导价：,0,奔驰C级AMG,57.38-116.08万,250,https://p3-dcd.byteimg.com/img/motor-img/00a320a0c5cc0c6827d747de730ef1d6~noop.png,57.28-113.08万,False,30002500000000,57.38-116.08万,,,,,412,1628413654225649978,3,奔驰,轿车,
梅赛德斯-AMG,指导价：,0,奔驰E级AMG,94.88-146.88万,252,https://p1-dcd.byteimg.com/img/motor-img/ab486a249a5ff95a9fd0fb1cf02127f9~noop.png,90.78-144.88万,False,30002520000000,94.88-146.88万,,,,,0,1628413654225650595,3,奔驰,轿车,
梅赛德斯-AMG,指导价：,0,奔驰S级AMG,227.88-307.88万,253,https://p1-dcd.byteimg.com/img/motor-img/b834ac07712753cbedd65fe3bb80be29~noop.png,227.87-307.87万,False,30002530000000,227.88-307.88万,,,,,0,1628413654225651155,3,奔驰,轿车,
梅赛德斯-EQ,指导价：,2,奔驰EQS,暂无报价,4668,https://p1-dcd.byteimg.com/img/motor-img/a03c607ffcb362219179fcdc49fba66d~noop.png,暂无报价,True,30046680000000,暂无报价,暂无上市时间,暂无报价,,,0,1628413654225651783,3,奔驰,轿车,"{'type': 4, 'text': '即将上市'}"
北京奔驰,指导价：,0,奔驰GLA,27.68-33.28万,215,https://p1-dcd.byteimg.com/img/motor-img/07dadfc04843ad1b00a2b93290cfa42a~noop.png,19.06-24.66万,False,30002150000000,27.68-33.28万,,,,,374,1628413654225652976,3,奔驰,SUV,
北京奔驰,指导价：,0,奔驰GLB,29.28-34.88万,3928,https://p1-dcd.byteimg.com/img/motor-img/355e3ea92b4f43c2a2e7100bf5df0542~noop.png,20.66-26.26万,False,30039280000000,29.28-34.88万,,,,,375,1628413654225654192,3,奔驰,SUV,
北京奔驰,指导价：,2,奔驰EQB,暂无报价,3932,https://p9-dcd.byteimg.com/img/motor-img/51d444ff689def62aa2006200a0112d1~noop.png,暂无报价,True,30039320000000,暂无报价,暂无上市时间,暂无报价,,,0,1628413654225654823,3,奔驰,SUV,"{'type': 4, 'text': '即将上市'}"
北京奔驰,指导价：,0,奔驰GLC,39.78-58.78万,216,https://p1-dcd.byteimg.com/img/motor-img/e7f454e5d4e4455413faa4bba5126799~noop.png,32.45-51.45万,False,30002160000000,39.78-58.78万,,,,,397,1628413654225655387,3,奔驰,SUV,
奔驰(进口),指导价：,0,奔驰GLC轿跑,46.08-59.88万,226,https://p1-dcd.byteimg.com/img/motor-img/0b9d61e06bbea47ed061841c19faefb9~noop.png,39.85-53.65万,False,30002260000000,46.08-59.88万,,,,,0,1628413654225655946,3,奔驰,SUV,
北京奔驰,指导价：,0,奔驰EQC,49.98-62.28万,3719,https://p1-dcd.byteimg.com/img/motor-img/af9519c896135b4d911ee16d8d22743f~noop.png,36.98-49.28万,False,30037190000000,49.98-62.28万,,,,,399,1628413654225656574,3,奔驰,SUV,
奔驰(进口),指导价：,0,奔驰GLE,69.98-88.98万,228,https://p1-dcd.byteimg.com/img/motor-img/9c32334018e6d31a8f10594ef4eb30b9~noop.png,66.83-85.83万,False,30002280000000,69.98-88.98万,,,,,408,1628413654225657159,3,奔驰,SUV,
奔驰(进口),指导价：,0,奔驰GLE轿跑,78.88-91.78万,5164,https://p9-dcd.byteimg.com/img/motor-img/8a3ccd96f5731dff5d6e8f2e20205810~noop.png,68.18-81.28万,False,30051640000000,78.88-91.78万,,,,,0,1628413654225657972,3,奔驰,SUV,
奔驰(进口),指导价：,0,奔驰GLE PHEV,79.98-81.88万,229,https://p3-dcd.byteimg.com/img/motor-img/910028fb5ac01670332457a76e8c41d7~noop.png,77.98-79.88万,False,30002290000000,79.98-81.88万,,,,,0,1628413654225658503,3,奔驰,SUV,
奔驰(进口),指导价：,0,奔驰GLE轿跑 PHEV,82.88万,5166,https://p9-dcd.byteimg.com/img/motor-img/e53ea3be5dc00d3988f1d2714a123725~noop.png,82.28万,False,30051660000000,82.88万,,,,,0,1628413654225659265,3,奔驰,SUV,
奔驰(进口),指导价：,0,奔驰G级,142.98-212.70万,230,https://p1-dcd.byteimg.com/img/motor-img/7f90b833cd07e2f2ab178abe9637437b~noop.png,142.97-212.70万,False,30002300000000,142.98-212.70万,,,,,418,1628413654225660062,3,奔驰,SUV,"{'type': 1, 'text': '新增车型'}"
奔驰(进口),指导价：,0,奔驰GLS,102.80-132.70万,233,https://p1-dcd.byteimg.com/img/motor-img/d6dc40fc94cd4227869a919754e8a8bb~noop.png,98.79-128.69万,False,30002330000000,102.80-132.70万,,,,,417,1628413654225660831,3,奔驰,SUV,
梅赛德斯-迈巴赫,指导价：,0,迈巴赫GLS,174.00-298.00万,3711,https://p9-dcd.byteimg.com/img/motor-img/a4ed4ad517848485f5c300a1cd11d796~noop.png,158.80-273.80万,False,30037110000000,174.00-298.00万,,,,,437,1628413654225661907,3,奔驰,SUV,
梅赛德斯-AMG,指导价：,0,奔驰GLA AMG,43.98-54.48万,254,https://p9-dcd.byteimg.com/img/motor-img/289138b2aa5a0426527e1aff5f523a2f~noop.png,37.98-50.48万,False,30002540000000,43.98-54.48万,,,,,0,1628413654225662787,3,奔驰,SUV,
梅赛德斯-AMG,指导价：,0,奔驰GLB AMG,44.98万,3935,https://p1-dcd.byteimg.com/img/motor-img/f08587edf0e2342244e4aece7520cb12~noop.png,38.98万,False,30039350000000,44.98万,,,,,0,1628413654225663500,3,奔驰,SUV,
梅赛德斯-AMG,指导价：,0,奔驰GLC AMG,65.88-96.58万,1650,https://p1-dcd.byteimg.com/img/motor-img/d1ff906c0ed3a7e29a27bcf3b296e4ea~noop.png,59.38-91.58万,False,30016500000000,65.88-96.58万,,,,,0,1628413654225664368,3,奔驰,SUV,
梅赛德斯-AMG,指导价：,0,奔驰GLC轿跑 AMG,68.68-118.08万,5167,https://p1-dcd.byteimg.com/img/motor-img/bc818e96b826d8826dacb0e6c9dfba30~noop.png,64.67-113.08万,False,30051670000000,68.68-118.08万,,,,,0,1628413654225665191,3,奔驰,SUV,
梅赛德斯-AMG,指导价：,0,奔驰GLE AMG,98.88-146.88万,256,https://p1-dcd.byteimg.com/img/motor-img/37c86b95b3649cb61821c1ffd430fe1c~noop.png,98.87-145.78万,False,30002560000000,98.88-146.88万,,,,,416,1628413654225666069,3,奔驰,SUV,
梅赛德斯-AMG,指导价：,0,奔驰GLE轿跑 AMG,102.88万,5165,https://p1-dcd.byteimg.com/img/motor-img/23227b6194a273c4962c7289da669908~noop.png,97.88万,False,30051650000000,102.88万,,,,,0,1628413654225667024,3,奔驰,SUV,
梅赛德斯-AMG,指导价：,0,奔驰G级AMG,222.88-245.88万,255,https://p9-dcd.byteimg.com/img/motor-img/790c7873802dde680ea70258d3030f61~noop.png,222.87-245.87万,False,30002550000000,222.88-245.88万,,,,,428,1628413654225667995,3,奔驰,SUV,
福建奔驰,指导价：,0,奔驰V级,47.80-62.98万,245,https://p1-dcd.byteimg.com/img/motor-img/d1834edcdfacf3d681aec5e23ee1e64a~noop.png,47.70-62.88万,False,30002450000000,47.80-62.98万,,,,,404,1628413654225670116,3,奔驰,MPV,
福建奔驰,指导价：,0,威霆,28.98-34.78万,244,https://p1-dcd.byteimg.com/img/motor-img/99be7e56fcde356fb22ec554e1edd23f~noop.png,28.88-34.68万,False,30002440000000,28.98-34.78万,,,,,0,1628413654225671066,3,奔驰,MPV,
梅赛德斯-AMG,指导价：,0,AMG GT,98.48-368.88万,260,https://p1-dcd.byteimg.com/img/motor-img/7db44f87f50d6e415fcec3c70b4f4499~noop.png,88.47-368.88万,False,30002600000000,98.48-368.88万,,,,,428,1628413654225672887,3,奔驰,跑车,
奔驰(进口),指导价：,3,奔驰A级PHEV(进口),暂无报价,3749,https://p9-dcd.byteimg.com/img/motor-img/8f3cc77838e48e920986d9fc4fa37432~noop.png,,True,30037490000000,暂无报价,,,,,0,1628413654225675606,3,奔驰,轿车·未上市,
奔驰(进口),指导价：,3,奔驰B级PHEV,暂无报价,4098,https://p1-dcd.byteimg.com/img/motor-img/703f2f5d932728d4f5747d18da073a38~noop.png,,True,30040980000000,暂无报价,,,,,0,1628413654225677032,3,奔驰,轿车·未上市,
奔驰(进口),指导价：,3,奔驰C级PHEV(进口),暂无报价,2714,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef80000147caeb4f11c~noop.png,,True,30027140000000,暂无报价,,,,,0,1628413654225678421,3,奔驰,轿车·未上市,
奔驰(进口),指导价：,3,奔驰CLA级PHEV,暂无报价,4445,https://p1-dcd.byteimg.com/img/motor-img/e62f9a26be93e1c864dda172ffcb226f~noop.png,,True,30044450000000,暂无报价,,,,,0,1628413654225679843,3,奔驰,轿车·未上市,
奔驰(进口),指导价：,3,奔驰E级PHEV(进口),暂无报价,4097,https://p1-dcd.byteimg.com/img/motor-img/43b3247244c19330551f83e29156829d~noop.png,,True,30040970000000,暂无报价,,,,,0,1628413654225681127,3,奔驰,轿车·未上市,
奔驰(进口),指导价：,3,奔驰S级PHEV,暂无报价,225,https://p1-dcd.byteimg.com/img/mosaic-legacy/9b1300011e1e9e2add5a~noop.png,,True,30002250000000,暂无报价,,,,,0,1628413654225682600,3,奔驰,轿车·未上市,
梅赛德斯-AMG,指导价：,3,奔驰CLS级AMG,暂无报价,251,https://p1-dcd.byteimg.com/img/motor-img/22b561782f54a56aebaf431695a216d4~noop.png,,True,30002510000000,暂无报价,,,,,0,1628413654225684111,3,奔驰,轿车·未上市,
梅赛德斯-EQ,指导价：,3,奔驰EQE,暂无报价,4480,https://p1-dcd.byteimg.com/img/motor-img/85cefa24945edcfb9b577087443193bc~noop.png,,True,30044800000000,暂无报价,,,,,0,1628413654225685925,3,奔驰,轿车·未上市,
北京奔驰,指导价：,3,奔驰EQA,暂无报价,1729,https://p1-dcd.byteimg.com/img/motor-img/a42d4712d70fa84b5277a1b5043d40ae~noop.png,,True,30017290000000,暂无报价,,,,,0,1628413654225688292,3,奔驰,SUV·未上市,
梅赛德斯-EQ,指导价：,3,奔驰EQA(海外),暂无报价,5107,https://p3-dcd.byteimg.com/img/motor-img/a42d4712d70fa84b5277a1b5043d40ae~noop.png,,True,30051070000000,暂无报价,,,,,0,1628413654225689658,3,奔驰,SUV·未上市,
奔驰(进口),指导价：,3,奔驰GLA(进口),暂无报价,1668,https://p1-dcd.byteimg.com/img/motor-img/9cca02abf809abf4dd153c7c450a12a2~noop.png,,True,30016680000000,暂无报价,,,,,0,1628413654225690702,3,奔驰,SUV·未上市,
奔驰(进口),指导价：,3,奔驰GLA PHEV,暂无报价,4446,https://p3-dcd.byteimg.com/img/motor-img/88d410e04f208c03c8980b88eb7b3b17~noop.png,,True,30044460000000,暂无报价,,,,,0,1628413654225691465,3,奔驰,SUV·未上市,
奔驰(进口),指导价：,3,奔驰GLB(海外),暂无报价,3336,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef00001177b014d3f94~noop.png,,True,30033360000000,暂无报价,,,,,0,1628413654225692413,3,奔驰,SUV·未上市,
梅赛德斯-EQ,指导价：,3, 奔驰EQB(海外),暂无报价,5108,https://p1-dcd.byteimg.com/img/motor-img/51d444ff689def62aa2006200a0112d1~noop.png,,True,30051080000000,暂无报价,,,,,0,1628413654225693149,3,奔驰,SUV·未上市,
奔驰(进口),指导价：,3,奔驰GLC PHEV(进口),暂无报价,4143,https://p1-dcd.byteimg.com/img/motor-img/deeb6407a5aa25801fcf96c2b7587cf7~noop.png,,True,30041430000000,暂无报价,,,,,0,1628413654225694117,3,奔驰,SUV·未上市,
梅赛德斯-EQ,指导价：,3,奔驰EQC(海外),暂无报价,3011,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef200009811458e92c4~noop.png,,True,30030110000000,暂无报价,,,,,0,1628413654225694982,3,奔驰,SUV·未上市,
梅赛德斯-迈巴赫,指导价：,3,迈巴赫G级,暂无报价,1759,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef200009813b6aec0c1~noop.png,,True,30017590000000,暂无报价,,,,,0,1628413654225696056,3,奔驰,SUV·未上市,
奔驰(进口),指导价：,3,Ener-G-Force,暂无报价,2453,https://p1-dcd.byteimg.com/img/mosaic-legacy/1767500002a57b30e149f~noop.png,,True,30024530000000,暂无报价,,,,,0,1628413654225697227,3,奔驰,SUV·未上市,
奔驰(进口),指导价：,3,乌尼莫克U5000 SUV,暂无报价,2643,https://p1-dcd.byteimg.com/img/mosaic-legacy/9b1300011e3ce616db2a~noop.png,,True,30026430000000,暂无报价,,,,,0,1628413654225698304,3,奔驰,SUV·未上市,
奔驰(进口),指导价：,3,Vision Tokyo,暂无报价,2173,https://p1-dcd.byteimg.com/img/motor-img/c37c41c02bbc7b87cfc840bd601e2881~noop.png,,True,30021730000000,暂无报价,,,,,0,1628413654225699767,3,奔驰,MPV·未上市,
奔驰(进口),指导价：,3,奔驰Citan,暂无报价,2481,https://p1-dcd.byteimg.com/img/motor-img/10ebb98f915f647debcbac66c46e3b0f~noop.png,,True,30024810000000,暂无报价,,,,,0,1628413654225700681,3,奔驰,MPV·未上市,
奔驰(进口),指导价：,3,奔驰eCitan,暂无报价,4991,https://p3-dcd.byteimg.com/img/motor-img/85cefa24945edcfb9b577087443193bc~noop.png,,True,30049910000000,暂无报价,,,,,0,1628413654225701447,3,奔驰,MPV·未上市,
奔驰(进口),指导价：,3,奔驰T级,暂无报价,4661,https://p1-dcd.byteimg.com/img/motor-img/85cefa24945edcfb9b577087443193bc~noop.png,,True,30046610000000,暂无报价,,,,,0,1628413654225702235,3,奔驰,MPV·未上市,
奔驰(进口),指导价：,3,Metris,暂无报价,4410,https://p1-dcd.byteimg.com/img/motor-img/4bbe51553bf3d478953e4471a3e3239e~noop.png,,True,30044100000000,暂无报价,,,,,0,1628413654225703087,3,奔驰,MPV·未上市,
奔驰(进口),指导价：,3,奔驰V级(海外),暂无报价,2621,https://p1-dcd.byteimg.com/img/mosaic-legacy/9b1300011e1fcf1a64ef~noop.png,,True,30026210000000,暂无报价,,,,,0,1628413654225703908,3,奔驰,MPV·未上市,
梅赛德斯-EQ,指导价：,3,奔驰EQV,暂无报价,3184,https://p1-dcd.byteimg.com/img/mosaic-legacy/bef10000a3eb6414e500~noop.png,,True,30031840000000,暂无报价,,,,,0,1628413654225705356,3,奔驰,MPV·未上市,
奔驰(进口),指导价：,3,eSprinter,暂无报价,3568,https://p9-dcd.byteimg.com/img/mosaic-legacy/bef40000574ce2cd9157~noop.png,,True,30035680000000,暂无报价,,,,,0,1628413654225706062,3,奔驰,MPV·未上市,
奔驰(进口),指导价：,3,威霆EV,暂无报价,4481,https://p1-dcd.byteimg.com/img/motor-img/fe586a4e750cee11e12824221e3d8f82~noop.png,,True,30044810000000,暂无报价,,,,,0,1628413654225706895,3,奔驰,MPV·未上市,
梅赛德斯-AMG,指导价：,3,AMG GT PHEV,暂无报价,5009,https://p9-dcd.byteimg.com/img/motor-img/85cefa24945edcfb9b577087443193bc~noop.png,,True,30050090000000,暂无报价,,,,,0,1628413654225708960,3,奔驰,跑车·未上市,
